StartDate,EndDate,Attn1,Attn2,Efficacy1,Efficacy2,Efficacy3,Efficacy4,Efficacy5,Efficacy6,CAB1,CAB2,CAB3,CAB4,CAB5,CAB6,CAB7,CAB8,Ecoanx1,Ecoanx2,Ecoanx3,Ecoanx4,Ecoang1,Ecoang2,Ecoang3,Ecoang4,Ecodep1,Ecodep2,Ecodep3,Ecodep4,Ecohope1,Ecohope2,Ecohope3,Ecohope4,Affective1,Affective2,Affective3,Affective4,Ruminat1,Ruminat2,Ruminat3,Behav1,Behav2,Behav3,Persim1,Persim2,Persim3,Injustice2,Injustice3,Injustice4,Worry1,Worry2,Worry3,Worry4,Worry5,Age,GenderNum,GenderText,FinStress1,FinStress2,FinStress3,FinStress4,FinStress5,FinStress6,FinStress7,FAILED_ATTN1,FAILED_ATTN2,FAILED_ATTN,FINSTRESS_TOTAL,FINSTRESS_BINARY,GENDER_BINARY,EFFICACY_MEAN,CAB_MEAN,ECOANX_MEAN,ECOANG_MEAN,ECODEP_MEAN,ECOHOPE_MEAN,WORRY_MEAN,Mean_GenInJust,AFFECTIVE_MEAN,RUMINAT_MEAN,BEHAV_MEAN,PERSIM_MEAN
13885416423,13885416720,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,0,7,71,71,0,55,54,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,38,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Several of the days,Over half the days,Several of the days,Not at all,Not at all,Several of the days,Several of the days,Nearly every day,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,20,I prefer to self-describe:,nonbinary,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,199,Slightly agree,32.25,100,100,100,9.5,5,7,Over half the days,1.6666666666666667,0.3333333333333333,1.6666666666666667
13885503151,13885503958,Strongly disagree,Nearly every day,Agree,Agree,Slightly agree,Agree,Strongly agree,Strongly agree,1,0,75,50,20,100,100,20,100,100,100,100,100,60,50,100,0,0,25,77,20,50,100,100,Several of the days,Over half the days,Several of the days,Over half the days,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Not at all,Over half the days,Several of the days,Several of the days,Somewhat agree,Somewhat agree,Somewhat agree,Very typical of me,3,Very typical of me,4,Very typical of me,20,Woman,-99,No,No,Yes,Yes,No,Yes,Yes,Pass,Pass,0,4,Some financial stress,Woman,6.166666666666667,45.75,100,77.5,25.5,67.5,4.4,5,1.5,0.6666666666666666,0.3333333333333333,1.3333333333333333
13885503484,13885503937,Strongly disagree,Nearly every day,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,0,0,0,80,20,10,10,0,55,82,49,81,57,48,64,44,88,78,92,69,11,16,13,36,Several of the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Somewhat agree,Agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,21,Man,-99,No,No,No,Yes,No,Yes,No,Pass,Pass,0,2,Some financial stress,Man,6.333333333333333,15,66.75,53.25,81.75,19,5,6,Several of the days,Not at all,Not at all,Several of the days
13885504930,13885505362,Strongly disagree,Nearly every day,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,100,100,100,100,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly disagree,Strongly disagree,Somewhat disagree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,2,38,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,6.333333333333333,0,0,0,1.25,100,1.2,1.6666666666666667,Not at all,Not at all,Not at all,Not at all
13885504928,13885505280,Strongly disagree,Nearly every day,Neither agree nor disagree,Slightly agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0,0,100,100,100,55,0,84,82,100,100,100,100,83,90,89,90,79,95,63,15,10,12,14,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,37,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,3.8333333333333335,54.875,95.5,90.5,81.75,12.75,5,7,0.25,Several of the days,Not at all,Not at all
13885416881,13885417370,Strongly disagree,Nearly every day,Agree,Slightly agree,Strongly agree,Agree,Agree,Agree,50,67,100,100,75,51,0,80,50,69,69,73,90,83,95,83,20,29,100,82,53,68,35,86,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Over half the days,Not at all,Not at all,Over half the days,Over half the days,Over half the days,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,2,2,2,2,2,45,Man,-99,Yes,Yes,No,Yes,No,No,Yes,Pass,Pass,0,4,Some financial stress,Man,Agree,65.375,65.25,87.75,57.75,60.5,2,4.333333333333333,Not at all,Several of the days,0.6666666666666666,Over half the days
13885504529,13885504904,Strongly disagree,Nearly every day,Disagree,Disagree,Disagree,Slightly disagree,Disagree,Disagree,0,0,0,8,2,3,3,4,95,100,100,100,100,100,100,100,97,96,33,91,13,5,3,3,Several of the days,Several of the days,Over half the days,Several of the days,Over half the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,4,39,Man,-99,No,No,Yes,No,No,Yes,No,Pass,Pass,0,2,Some financial stress,Man,2.1666666666666665,2.5,98.75,100,79.25,6,4.8,7,1.25,1.3333333333333333,0.3333333333333333,Several of the days
13885504322,13885504930,Strongly disagree,Nearly every day,Disagree,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,83,71,80,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly disagree,Strongly disagree,Strongly disagree,2,2,Not at all typical of me,Not at all typical of me,2,37,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,1.3333333333333333,2.25,0,0,0,79,1.6,1,Not at all,Not at all,Not at all,Not at all
13885504068,13885504469,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,0,0,0,14,0,13,0,0,84,81,88,83,73,70,72,75,75,67,66,79,91,91,87,85,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Agree,Agree,Agree,4,3,3,4,3,57,Woman,-99,No,No,Yes,No,No,Yes,Yes,Pass,Pass,0,3,Some financial stress,Woman,Slightly agree,3.375,84,72.5,71.75,88.5,3.4,6,Several of the days,Several of the days,Several of the days,Several of the days
13885504580,13885504959,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Agree,Slightly agree,Slightly agree,0,0,3,17,24,36,19,17,63,73,56,67,56,57,54,59,40,27,40,61,0,0,0,28,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Several of the days,Several of the days,Several of the days,Somewhat agree,Somewhat agree,Somewhat agree,4,3,4,4,4,37,Woman,-99,Yes,Yes,Yes,Yes,No,Yes,No,Pass,Pass,0,5,Some financial stress,Woman,5.166666666666667,14.5,64.75,56.5,42,7,3.8,5,Over half the days,Over half the days,Over half the days,Several of the days
13885501628,13885502250,Strongly disagree,Nearly every day,Slightly agree,Neither agree nor disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,33,0,29,43,11,2,77,65,11,18,11,18,88,88,88,88,34,11,47,92,0,0,0,29,Several of the days,Not at all,Not at all,Not at all,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Agree,2,2,4,2,2,28,Woman,-99,Yes,No,Yes,Yes,No,No,No,Pass,Pass,0,3,Some financial stress,Woman,4.833333333333333,32.5,14.5,88,46,7.25,2.4,6.666666666666667,0.25,Several of the days,0.6666666666666666,Several of the days
13885506039,13885507175,Strongly disagree,Nearly every day,Strongly agree,Slightly agree,Slightly agree,Agree,Agree,Slightly agree,0,55,0,53,0,50,100,50,57,94,70,66,59,3,14,8,57,17,44,46,11,10,13,42,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Over half the days,Not at all,Over half the days,Not at all,Nearly every day,Over half the days,Over half the days,Somewhat agree,Somewhat agree,Somewhat agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,21,Woman,-99,No,No,Yes,Yes,Yes,Yes,Yes,Pass,Pass,0,5,Some financial stress,Woman,5.666666666666667,38.5,71.75,21,41,19,5,5,Over half the days,Over half the days,0.6666666666666666,2.3333333333333335
13885504230,13885504562,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly disagree,Agree,Slightly agree,Slightly agree,0,0,47,70,32,19,54,24,26,58,40,35,72,38,57,26,16,13,22,37,6,10,8,13,Nearly every day,Over half the days,Over half the days,Several of the days,Several of the days,Not at all,Several of the days,Nearly every day,Over half the days,Over half the days,Not at all,Several of the days,Not at all,Somewhat disagree,Somewhat disagree,Somewhat agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,22,Woman,-99,No,No,Yes,Yes,No,Yes,Yes,Pass,Pass,0,4,Some financial stress,Woman,4.5,30.75,39.75,48.25,22,9.25,5,3.6666666666666665,Over half the days,0.6666666666666666,2.3333333333333335,0.3333333333333333
13885501004,13885501362,Strongly disagree,Nearly every day,Neither agree nor disagree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,Slightly agree,Neither agree nor disagree,0,0,0,0,0,0,12,0,62,69,53,22,100,2,2,0,42,23,1,49,22,32,15,63,Over half the days,Over half the days,Several of the days,Nearly every day,Over half the days,Over half the days,Several of the days,Over half the days,Not at all,Nearly every day,Over half the days,Several of the days,Several of the days,Neither agree nor disagree,Somewhat agree,Somewhat agree,3,3,3,2,2,19,Man,-99,No,No,No,No,No,Yes,No,Pass,Pass,0,1,Some financial stress,Man,4.333333333333333,1.5,51.5,26,28.75,33,2.6,4.666666666666667,Over half the days,1.6666666666666667,1.6666666666666667,1.3333333333333333
13885504041,13885504487,Strongly disagree,Nearly every day,Slightly agree,Disagree,Slightly agree,Strongly agree,Slightly disagree,Strongly disagree,0,0,19,75,5,55,0,55,65,90,65,100,55,5,5,5,0,0,15,5,40,40,60,80,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Somewhat agree,Strongly agree,Strongly agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,2,Not at all typical of me,41,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,3.8333333333333335,26.125,80,17.5,5,55,1.2,6.333333333333333,Not at all,Not at all,Not at all,Not at all
13885501807,13885502178,Strongly disagree,Nearly every day,Slightly disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,0,0,0,100,0,0,0,0,80,100,80,90,95,95,95,95,100,50,100,80,60,30,20,50,Not at all,Not at all,Several of the days,Not at all,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Several of the days,Several of the days,Over half the days,Strongly agree,Strongly agree,Strongly agree,3,4,3,Very typical of me,3,68,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.833333333333333,12.5,87.5,95,82.5,40,3.6,7,0.25,0.3333333333333333,0.3333333333333333,1.3333333333333333
13885504305,13885504726,Strongly disagree,Nearly every day,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,0,20,20,100,0,0,100,0,90,100,90,40,100,100,100,100,0,0,75,50,30,30,30,100,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Strongly agree,Strongly agree,Strongly agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,59,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,Strongly agree,30,80,100,31.25,47.5,1,7,Not at all,Not at all,Not at all,Not at all
13885502326,13885502782,Strongly disagree,Nearly every day,Agree,Slightly agree,Agree,Agree,Slightly disagree,Disagree,0,5,60,63,20,83,10,68,100,100,100,100,100,100,100,100,100,100,100,100,20,25,10,30,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Several of the days,Over half the days,Over half the days,Nearly every day,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,25,Woman,-99,No,No,Yes,No,No,Yes,No,Pass,Pass,0,2,Some financial stress,Woman,4.666666666666667,38.625,100,100,100,21.25,5,7,Several of the days,Several of the days,2.3333333333333335,Several of the days
13885501426,13885501921,Strongly disagree,Nearly every day,Strongly agree,Slightly agree,Agree,Agree,Agree,Agree,21,32,66,88,27,45,87,66,74,100,41,100,100,32,100,28,41,22,54,88,3,4,14,60,Not at all,Several of the days,Several of the days,Not at all,Over half the days,Over half the days,Several of the days,Not at all,Several of the days,Not at all,Several of the days,Not at all,Several of the days,Strongly agree,Strongly agree,Agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,36,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,Agree,54,78.75,65,51.25,20.25,5,6.666666666666667,0.5,1.6666666666666667,0.3333333333333333,0.6666666666666666
13885500252,13885500885,Strongly disagree,Nearly every day,Neither agree nor disagree,Disagree,Agree,Strongly agree,Slightly agree,Slightly agree,0,0,10,75,25,33,0,0,100,100,100,100,75,60,50,70,100,100,45,30,10,0,66,45,Several of the days,Not at all,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Over half the days,Over half the days,Several of the days,Strongly agree,Strongly agree,Agree,Very typical of me,Very typical of me,Very typical of me,4,Very typical of me,18,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,4.833333333333333,17.875,100,63.75,68.75,30.25,4.8,6.666666666666667,0.5,Not at all,Not at all,1.6666666666666667
13885505214,13885505630,Strongly disagree,Nearly every day,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,50,0,0,100,25,25,75,20,100,100,100,100,100,100,100,100,90,50,100,100,10,10,10,100,Over half the days,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Nearly every day,Several of the days,Several of the days,Not at all,Not at all,Several of the days,Agree,Agree,Agree,2,2,2,2,2,55,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,3.8333333333333335,36.875,100,100,85,32.5,2,6,1.25,Not at all,1.6666666666666667,0.3333333333333333
13885503055,13885503880,Strongly disagree,Nearly every day,Agree,Slightly agree,Disagree,Disagree,Strongly disagree,Strongly disagree,0,0,0,100,80,30,5,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,5,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Several of the days,Several of the days,Nearly every day,Not at all,Not at all,Not at all,Neither agree nor disagree,Agree,Agree,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,Not at all typical of me,25,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,2.8333333333333335,26.875,0,3.75,0,1.25,1,5.333333333333333,Not at all,Not at all,1.6666666666666667,Not at all
13885415865,13885416255,Strongly disagree,Nearly every day,Strongly agree,Agree,Strongly agree,Strongly agree,Slightly agree,Slightly agree,1,1,50,50,6,50,5,9,60,60,60,75,90,60,60,50,75,64,77,76,7,8,9,54,Several of the days,Several of the days,Several of the days,Not at all,Not at all,Not at all,Not at all,Over half the days,Over half the days,Over half the days,Several of the days,Several of the days,Several of the days,Strongly agree,Strongly agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,4,33,Woman,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Woman,6.166666666666667,21.5,63.75,65,73,19.5,4.8,7,0.75,Not at all,Over half the days,Several of the days
13885504507,13885504992,Strongly disagree,Nearly every day,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,86,0,0,51,0,48,66,0,36,100,31,51,100,100,49,100,73,52,79,80,0,0,0,100,Several of the days,Not at all,Several of the days,Not at all,Not at all,Not at all,Not at all,Nearly every day,Several of the days,Several of the days,Not at all,Not at all,Over half the days,Neither agree nor disagree,Agree,Strongly agree,Very typical of me,Very typical of me,Very typical of me,Very typical of me,Very typical of me,55,Woman,-99,No,No,Yes,Yes,No,No,Yes,Pass,Pass,0,3,Some financial stress,Woman,Slightly agree,31.375,54.5,87.25,71,25,5,5.666666666666667,0.5,Not at all,1.6666666666666667,0.6666666666666666
13885504873,13885505134,Strongly disagree,Nearly every day,Agree,Slightly agree,Strongly agree,Strongly agree,Agree,Agree,5,0,50,100,100,50,85,100,100,100,100,100,100,100,100,100,100,80,100,100,0,0,0,0,Over half the days,Several of the days,Several of the days,Over half the days,Several of the days,Several of the days,Several of the days,Not at all,Several of the days,Not at all,Several of the days,Over half the days,Over half the days,Strongly agree,Strongly agree,Strongly agree,4,4,4,4,4,21,I prefer to self-describe:,Nonbinary,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,199,6.166666666666667,61.25,100,100,95,0,4,7,1.5,Several of the days,0.3333333333333333,1.6666666666666667
13885416028,13885417032,Strongly disagree,Nearly every day,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,1,1,1,75,50,50,1,50,10,30,5,1,1,1,1,1,1,1,1,1,100,100,100,100,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Not at all,Agree,Agree,Strongly agree,3,3,3,2,3,37,Man,-99,No,No,No,No,No,No,No,Pass,Pass,0,0,No financial stress,Man,6.666666666666667,28.625,11.5,1,1,100,2.8,6.333333333333333,Not at all,Not at all,Not at all,Not at all
